As_Of,Total_Stocks,Pct_Above_MA50,Pct_Above_MA200,Pct_Buy,Pct_Sell,Avg_RSI,Avg_Score,Strong_Buy,Strong_Sell,Near_52W_High,Adv,Dec,Unch,AD_Ratio
2026-05-11 08:06,470,80.0,51.5,73.6,11.7,57.3,69.6,162,3,43,131,338,1,0.39
