Ticker,Close,Signal,Score,Target,StopLoss,RSI,RSI_Weekly,RSI_Monthly,ADX,Vol_Ratio,Return_1D_pct,Pct_vs_MA50,Pct_vs_MA200,PE_Ratio,MACD,MACD_Signal_Line,MACD_Hist,ATR,StochRSI_K,Williams_R,Supertrend_Dir,BB_PctB,Pct_from_52W_High,Pct_from_52W_Low,Pivot,R1,R2,S1,S2,Trend_Phase,Buy_Rules,Sell_Rules,Rules_Fired,ROE_pct,Debt_Equity,Div_Yield,Sector
PPLPHARMA,213.67,STRONG BUY,99,233.17,201.97,65.3,68.8,70.0,44.5,0.62,-1.38,15.46,25.12,,8.1266,8.509,-0.3824,7.8,30.2,-29.6,1,76.2,-3.0,61.5,215.65,218.38,223.09,210.94,208.21,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,69.98,8.0,Healthcare
SAILIFE,1457.4,STRONG BUY,99,1571.2,1389.12,64.1,80.3,55.2,33.1,0.57,-0.96,12.08,38.47,85.4,48.7823,48.0206,0.7617,45.52,20.0,-16.7,1,76.3,-1.9,85.9,1463.6,1478.8,1500.2,1442.2,1427.0,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,11.61,0.0,Healthcare
FINCABLES,1260.5,STRONG BUY,99,1395.64,1179.42,64.8,65.9,45.0,38.9,0.28,-2.38,14.62,36.95,24.5,71.1216,50.1362,20.9854,54.06,76.2,-29.5,1,73.3,-8.3,79.9,1271.17,1287.18,1313.87,1244.48,1228.47,Markup,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,0.31,61.0,Capital Goods
EICHERMOT,8010.0,STRONG BUY,99,8344.65,7809.21,60.7,65.7,68.6,35.2,0.65,-0.4,5.06,10.31,38.1,132.6933,151.5459,-18.8526,133.86,7.2,-52.1,1,61.4,-1.9,37.7,8034.17,8088.33,8166.67,7955.83,7901.67,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,2.05,102.0,Automobile and Auto Components
HAL,5000.0,STRONG BUY,99,5268.93,4838.64,66.9,67.1,46.0,34.0,0.64,0.04,8.89,14.91,35.9,138.8852,133.1589,5.7262,107.57,37.9,-27.0,1,71.8,-2.9,44.0,5021.33,5070.67,5141.33,4950.67,4901.33,Markup,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,0.16,40.0,Capital Goods
NYKAA,334.0,STRONG BUY,99,353.36,322.38,57.8,70.8,64.5,27.0,0.94,1.1,4.63,21.87,375.3,2.7041,3.8213,-1.1173,7.74,34.3,-50.5,1,63.8,-4.0,49.6,332.38,336.77,339.53,329.62,325.23,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal, OBV Confirm",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal, OBV Confirm",,82.83,0.0,Consumer Services
VIJAYA,1504.4,STRONG BUY,99,1630.5,1428.74,65.6,69.6,70.8,35.9,0.43,0.4,9.42,32.85,82.8,41.7619,33.5158,8.2461,50.44,70.2,-29.4,1,81.7,-4.4,77.4,1495.0,1519.4,1534.4,1480.0,1455.6,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,44.15,13.0,Healthcare
ANANDRATHI,2188.0,STRONG BUY,99,2303.66,2118.61,66.3,75.1,79.4,35.8,0.6,0.78,7.11,28.18,79.3,44.7241,42.3832,2.3409,46.26,65.5,-20.8,1,77.2,-1.9,61.9,2184.33,2201.67,2215.33,2170.67,2153.33,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,8.25,32.0,Financial Services
SONACOMS,817.6,STRONG BUY,99,870.82,785.67,68.6,76.5,75.0,64.3,0.76,-0.52,15.44,43.6,73.1,32.3026,34.6534,-2.3508,21.29,24.3,-38.0,1,70.2,-3.1,104.5,813.95,825.7,833.8,805.85,794.1,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,7.21,44.0,Automobile and Auto Components
GRAPHITE,710.75,STRONG BUY,99,770.2,675.08,56.1,59.5,64.4,42.9,0.48,-0.88,8.5,10.79,65.2,19.6088,21.3521,-1.7432,23.78,16.5,-41.3,1,56.5,-10.4,42.1,715.23,724.37,737.98,701.62,692.48,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,6.29,98.0,Capital Goods
GLAXO,2902.2,STRONG BUY,99,3115.94,2773.96,69.0,63.6,53.5,41.1,0.52,-3.25,15.31,20.29,46.0,114.346,84.3001,30.0458,85.49,75.4,-28.3,1,87.0,-5.0,39.0,2923.87,2967.73,3033.27,2858.33,2814.47,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,1.47,188.0,Healthcare
LALPATHLAB,1894.2,STRONG BUY,99,2020.88,1818.19,57.9,73.0,60.4,37.9,0.23,0.25,7.38,23.62,58.6,41.852,54.5821,-12.7301,50.67,4.9,-75.2,1,46.2,-4.8,49.6,1896.33,1912.67,1931.13,1877.87,1861.53,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,7.83,106.0,Healthcare
KARURVYSYA,335.5,STRONG BUY,99,355.83,323.3,56.8,64.6,70.5,21.2,0.46,0.42,6.32,16.54,11.8,4.5946,6.5398,-1.9452,8.13,15.2,-61.5,1,40.7,-4.6,67.5,335.18,337.22,338.93,333.47,331.43,Markup,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal, OBV Confirm",None,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal, OBV Confirm",,,78.0,Financial Services
LAURUSLABS,1802.0,STRONG BUY,99,1900.69,1742.79,60.0,79.8,84.5,46.0,0.65,-1.26,10.92,46.86,88.2,55.6285,70.8118,-15.1833,39.48,6.4,-67.9,1,42.0,-3.7,119.3,1809.57,1828.83,1855.67,1782.73,1763.47,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,46.37,13.0,Healthcare
PFIZER,4978.2,STRONG BUY,97,5256.1,4811.46,63.6,56.5,37.8,34.5,1.0,1.18,7.13,5.17,30.9,76.2593,82.8089,-6.5496,111.16,40.2,-42.9,1,82.0,-12.6,16.0,4979.4,5028.8,5079.4,4928.8,4879.4,Accumulation,"Value+Momentum, Supertrend Bull, StochRSI Reversal, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, StochRSI Reversal, OBV Confirm, Rel Strong",,1.67,152.0,Healthcare
HEROMOTOCO,5735.0,STRONG BUY,97,6024.36,5561.38,65.9,65.4,62.7,47.8,0.63,-0.1,11.05,8.17,21.1,188.9912,207.8134,-18.8222,115.75,4.1,-39.5,1,63.1,-7.1,24.6,5704.0,5766.0,5797.0,5673.0,5611.0,Consolidation,"Value+Momentum, Supertrend Bull, StochRSI Reversal, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, StochRSI Reversal, OBV Confirm, Rel Strong",,3.57,322.0,Automobile and Auto Components
SIEMENS,3920.0,STRONG BUY,96,4160.73,3775.56,58.2,63.4,61.3,28.1,0.94,1.03,5.68,15.4,82.8,69.3932,82.5646,-13.1714,96.29,5.3,-73.1,1,57.3,-4.3,39.4,3919.97,3960.03,4000.07,3879.93,3839.87,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,2.21,46.0,Capital Goods
ELGIEQUIP,634.35,STRONG BUY,96,679.97,606.98,65.7,63.1,48.0,25.4,0.94,0.3,7.16,20.58,44.8,12.1164,5.9311,6.1853,18.25,92.7,-12.9,1,94.2,-1.5,56.1,632.47,642.88,651.42,623.93,613.52,Markup,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,23.89,43.0,Capital Goods
DEEPAKNTR,1747.1,STRONG BUY,96,1873.91,1671.01,54.7,54.1,40.0,29.3,0.57,-0.19,4.65,7.51,30.7,24.5366,25.557,-1.0204,50.73,33.3,-66.2,1,60.4,-7.8,37.1,1744.07,1763.03,1778.97,1728.13,1709.17,Markup,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,27.9,43.0,Chemicals
SAGILITY,43.35,STRONG BUY,96,46.42,41.51,55.4,49.3,78.1,17.3,1.05,1.67,3.95,-2.79,20.4,0.2039,0.3546,-0.1507,1.23,40.9,-41.9,1,50.1,-24.9,21.3,43.28,43.92,44.49,42.71,42.07,Consolidation,"Value+Momentum, Supertrend Bull, EMA Cross, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, EMA Cross, OBV Confirm, Rel Strong",,11.5,47.0,Information Technology
GRASIM,3308.0,STRONG BUY,96,3493.51,3196.69,59.7,63.7,67.1,25.8,1.59,0.24,4.33,13.95,39.5,42.8189,40.5679,2.251,74.21,48.7,-33.7,1,72.1,-3.0,32.6,3303.03,3348.07,3388.13,3262.97,3217.93,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,135.04,30.0,Construction Materials
AUROPHARMA,1621.3,STRONG BUY,96,1711.06,1567.44,54.0,67.0,49.2,28.0,0.75,0.83,3.56,19.9,25.3,20.1479,24.0104,-3.8625,35.9,13.8,-42.0,1,56.3,-3.6,59.6,1615.1,1630.2,1639.1,1606.2,1591.1,Markup,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,21.31,24.0,Healthcare
PARADEEP,148.48,STRONG BUY,96,160.25,141.42,55.2,58.0,54.6,23.5,0.15,-0.11,4.55,8.81,14.6,2.1833,2.497,-0.3137,4.71,35.3,-50.7,1,54.8,-36.1,48.9,149.0,150.28,152.09,147.19,145.91,Markup,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,101.82,99.0,Chemicals
AEGISLOG,1417.9,STRONG BUY,96,1600.71,1308.22,61.5,66.8,76.8,26.4,1.25,6.11,12.78,68.01,40.7,29.0503,29.636,-0.5857,73.12,71.7,-31.2,1,92.4,-5.3,147.4,1398.97,1467.93,1517.97,1348.93,1279.97,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,47.24,100.0,Oil Gas & Consumable Fuels
ARE&M,919.75,STRONG BUY,96,984.78,880.73,51.1,60.9,31.0,22.3,0.23,-1.19,3.89,6.41,18.2,14.1119,17.7907,-3.6788,26.01,11.7,-77.8,1,46.3,-12.0,38.1,924.17,930.28,940.82,913.63,907.52,Markup,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,5.01,114.0,Automobile and Auto Components
SYRMA,1439.3,STRONG BUY,96,1578.65,1355.69,52.7,69.4,80.1,26.4,0.35,-0.3,3.08,44.59,77.3,29.0161,31.1524,-2.1363,55.74,26.9,-54.2,1,55.5,-6.6,127.1,1436.47,1451.83,1464.37,1423.93,1408.57,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,13.04,10.0,Capital Goods
MCX,3185.0,STRONG BUY,96,3433.21,3036.07,69.4,59.0,74.1,25.1,1.32,1.89,12.84,23.68,50.2,81.9292,35.2384,46.6907,99.29,93.5,-4.1,1,100.4,-8.5,118.0,3176.13,3220.27,3255.53,3140.87,3096.73,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,0.11,26.0,Financial Services
ZENTEC,1926.3,STRONG BUY,96,2100.9,1821.54,63.5,58.7,52.0,25.0,0.93,0.95,6.96,25.31,97.0,46.2917,22.7559,23.5358,69.84,72.9,-30.0,1,84.1,-5.7,57.6,1924.17,1962.73,1999.17,1887.73,1849.17,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,0.95,5.0,Capital Goods
HINDCOPPER,572.7,STRONG BUY,96,626.27,540.56,65.5,55.3,59.7,27.5,1.2,2.25,12.67,13.67,48.7,17.8409,13.2642,4.5767,21.43,61.8,-9.6,1,84.8,-24.5,154.3,571.8,582.4,592.1,562.1,551.5,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,3.32,44.0,Metals & Mining
FLUOROCHEM,4621.9,STRONG BUY,94,5004.59,4392.29,58.5,72.6,78.2,38.8,0.37,-1.3,9.17,26.77,82.8,123.8303,136.3131,-12.4827,153.08,51.7,-60.5,1,62.2,-6.8,58.5,4646.07,4689.63,4757.37,4578.33,4534.77,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",,28.94,6.0,Chemicals
COFORGE,1891.7,STRONG BUY,94,2013.68,1818.51,73.0,68.0,62.9,34.3,0.59,0.52,18.73,25.41,37.4,80.4814,79.5833,0.8981,48.79,64.0,0.0,1,87.7,-4.3,88.5,1878.13,1905.27,1918.83,1864.57,1837.43,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,7.52,88.0,Information Technology
RRKABEL,2919.3,STRONG BUY,94,3159.84,2774.97,72.1,77.4,76.4,48.5,0.4,0.87,16.96,64.07,54.5,123.3052,119.1358,4.1693,96.22,67.7,-3.6,1,88.4,-0.4,151.9,2900.23,2950.47,2981.63,2869.07,2818.83,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,13.09,38.0,Capital Goods
HINDZINC,594.9,STRONG BUY,94,635.86,570.33,62.8,50.5,57.3,20.2,2.6,3.66,8.32,4.72,14.3,8.1201,7.8768,0.2433,16.38,27.4,-21.8,1,79.1,-17.4,44.9,591.0,602.4,609.9,583.5,572.1,Accumulation,"Value+Momentum, Supertrend Bull, StochRSI Reversal, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, StochRSI Reversal, OBV Confirm, Rel Strong",,39.03,377.0,Metals & Mining
CONCORDBIO,1571.3,STRONG BUY,94,1703.26,1492.12,75.4,59.7,66.7,34.9,0.42,-0.34,16.21,25.18,54.5,68.5915,52.5493,16.0422,52.78,90.1,-16.9,1,86.4,-11.7,60.2,1570.1,1590.2,1609.1,1551.2,1531.1,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,0.12,48.0,Healthcare
EXIDEIND,459.6,STRONG BUY,94,494.67,438.56,52.3,73.1,62.8,32.2,0.41,-0.97,6.64,24.87,41.4,10.518,14.4867,-3.9687,14.03,3.3,-67.2,1,45.3,-7.4,60.9,460.83,465.27,470.93,455.17,450.73,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",,11.31,44.0,Automobile and Auto Components
PVRINOX,1216.8,STRONG BUY,94,1308.44,1161.81,72.1,68.5,63.0,52.4,0.84,-0.22,14.82,18.2,42.8,43.604,42.7198,0.8842,36.66,50.7,-20.1,1,91.2,-2.6,34.1,1220.93,1234.57,1252.33,1203.17,1189.53,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,91.87,0.0,Media Entertainment & Publication
BOSCHLTD,48200.0,STRONG BUY,94,50861.0,46603.4,74.9,73.3,74.0,47.2,0.62,-1.13,14.54,29.34,60.3,2047.2534,1612.1064,435.147,1064.4,86.1,-11.4,1,81.7,-1.9,69.6,48298.33,48536.67,48873.33,47961.67,47723.33,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,0.8,55.0,Automobile and Auto Components
JBCHEPHARM,2408.9,STRONG BUY,93,2554.05,2321.81,61.1,76.2,78.7,40.9,7.7,-3.87,7.45,22.85,,71.4951,65.0459,6.4492,58.06,66.7,-40.3,1,65.5,-4.6,52.4,2438.13,2496.27,2583.63,2350.77,2292.63,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, Rel Strong",,,0.0,Other
POONAWALLA,490.05,STRONG BUY,93,525.24,468.94,56.3,63.3,57.5,31.4,0.57,-0.81,5.84,10.78,51.2,9.3955,9.9336,-0.538,14.07,38.7,-46.6,1,63.8,-14.1,35.7,492.78,496.82,503.58,486.02,481.98,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, Rel Strong",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, Rel Strong",,468.06,0.0,Financial Services
NCC,149.56,STRONG BUY,93,159.12,143.82,64.8,42.8,24.5,14.8,8.07,6.78,4.07,-1.17,13.4,0.2567,-0.4074,0.6641,3.82,41.4,-14.1,1,126.9,-31.8,16.8,146.99,153.99,158.41,142.57,135.57,Consolidation,"Value+Momentum, Supertrend Bull, EMA Cross, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, EMA Cross, OBV Confirm, Rel Strong",,57.39,157.0,Construction
AIIL,552.25,STRONG BUY,92,611.27,516.84,50.1,55.7,61.8,30.6,1.31,3.75,1.73,6.15,29.8,3.5085,8.2654,-4.7569,23.61,9.0,-68.9,1,38.1,-19.1,38.1,549.95,567.7,583.15,534.5,516.75,Markup,"MTF Alignment, Supertrend Bull, StochRSI Reversal, OBV Confirm",None,"MTF Alignment, Supertrend Bull, StochRSI Reversal, OBV Confirm",,24.59,4.0,Financial Services
RITES,218.08,STRONG BUY,92,232.85,209.22,47.5,52.1,55.0,20.1,0.38,-0.16,0.14,0.27,25.0,0.5438,1.595,-1.0512,5.91,6.1,-75.0,1,38.1,-19.9,25.4,218.45,219.85,221.62,216.68,215.28,Accumulation,"Golden Cross, Supertrend Bull, StochRSI Reversal, OBV Confirm",None,"Golden Cross, Supertrend Bull, StochRSI Reversal, OBV Confirm",,0.24,256.0,Construction
HYUNDAI,2218.8,STRONG BUY,91,2347.9,2141.34,64.8,62.8,63.3,39.5,0.92,-0.37,9.15,7.41,36.4,58.3749,63.1345,-4.7595,51.64,21.0,-48.4,1,65.7,-22.5,35.1,2227.2,2243.3,2267.8,2202.7,2186.6,Accumulation,"Value+Momentum, Supertrend Bull, StochRSI Reversal, Rel Strong",None,"Value+Momentum, Supertrend Bull, StochRSI Reversal, Rel Strong",,5.48,94.0,Automobile and Auto Components
KAJARIACER,1208.5,STRONG BUY,91,1286.17,1161.9,48.4,63.9,63.4,19.8,0.27,-1.0,0.12,12.24,35.2,6.2969,7.6868,-1.3899,31.07,42.0,-57.0,1,45.6,-6.8,39.0,1210.97,1221.93,1235.37,1197.53,1186.57,Consolidation,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",None,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",,7.3,98.0,Consumer Durables
SUMICHEM,534.65,STRONG BUY,91,581.7,506.42,51.0,65.3,60.1,25.2,0.34,-3.11,6.14,17.81,46.4,12.6118,14.0647,-1.4529,18.82,33.6,-54.2,1,48.5,-13.2,47.8,540.82,550.53,566.42,524.93,515.22,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",,1.86,24.0,Chemicals
OBEROIRLTY,1886.0,STRONG BUY,91,2014.73,1808.76,56.5,59.3,63.1,20.8,0.69,-0.98,3.51,13.41,26.1,17.3711,9.6961,7.675,51.49,61.6,-38.0,1,80.5,-4.9,35.9,1895.83,1908.27,1930.53,1873.57,1861.13,Markup,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",None,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",,15.77,43.0,Realty
KFINTECH,980.0,STRONG BUY,91,1051.84,936.89,63.1,53.2,45.0,24.1,1.72,1.98,8.57,3.39,49.0,17.8455,16.4844,1.3612,28.74,60.9,-15.4,1,102.3,-18.2,26.5,975.15,997.25,1014.5,957.9,935.8,Accumulation,"Breakout, Supertrend Bull, OBV Confirm, Rel Strong",None,"Breakout, Supertrend Bull, OBV Confirm, Rel Strong",,3.31,125.0,Financial Services
BRIGADE,639.3,STRONG BUY,91,689.89,608.95,72.0,55.2,62.0,26.1,2.23,2.17,15.19,11.27,30.4,18.094,15.0239,3.0701,20.23,67.2,-4.1,1,109.1,-20.0,42.3,633.65,648.15,657.0,624.8,610.3,Consolidation,"Breakout, Supertrend Bull, OBV Confirm, Rel Strong",None,"Breakout, Supertrend Bull, OBV Confirm, Rel Strong",,84.32,34.0,Realty
PFOCUS,296.95,STRONG BUY,91,333.36,275.1,59.0,52.7,63.7,26.5,4.16,5.08,12.75,17.24,186.8,3.4324,4.4729,-1.0405,14.56,49.9,-25.4,1,72.4,-19.1,113.6,294.73,307.22,317.48,284.47,271.98,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",None,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",,224.57,0.0,Media Entertainment & Publication
MPHASIS,2430.0,STRONG BUY,91,2611.73,2320.96,51.7,60.1,38.4,13.2,0.44,0.0,4.1,0.71,24.3,36.0359,48.4283,-12.3924,72.69,2.7,-69.9,1,45.5,-17.8,24.0,2417.7,2449.0,2468.0,2398.7,2367.4,Accumulation,"Value+Momentum, Supertrend Bull, StochRSI Reversal, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, StochRSI Reversal, OBV Confirm, Rel Strong",17.7,24.68,255.0,Information Technology
SBIN,1048.7,STRONG BUY,91,1095.03,1020.9,49.4,56.6,54.2,21.3,0.65,0.07,0.73,2.33,11.2,6.0185,9.1129,-3.0944,18.53,0.4,-81.0,1,45.9,-13.5,33.7,1047.83,1055.57,1062.43,1040.97,1033.23,Accumulation,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",None,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, OBV Confirm",15.2,,165.0,Financial Services
WELCORP,2311.9,STRONG BUY,90,2490.68,2204.63,90.3,88.8,81.7,48.1,11.71,15.3,40.64,105.68,26.4,125.9757,94.2064,31.7693,71.51,100.0,-5.7,1,125.2,-1.6,226.7,2264.6,2396.2,2480.5,2180.3,2048.7,Markup,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong, Near 52W High",Overbought Ext,"MTF Alignment, Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong, Near 52W High, Overbought Ext",,25.04,25.0,Capital Goods
LTFOODS,427.6,STRONG BUY,89,455.14,411.08,64.6,56.9,57.6,35.8,0.52,-0.79,8.7,8.22,23.1,10.6966,9.9868,0.7098,11.01,45.1,-37.8,1,70.4,-10.5,29.0,430.03,433.92,440.23,423.72,419.83,Consolidation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",,28.49,93.0,Fast Moving Consumer Goods
SHRIRAMFIN,1130.0,STRONG BUY,89,1194.28,1091.43,61.0,65.0,73.5,21.4,0.53,0.16,6.99,15.83,20.0,23.0524,24.53,-1.4775,25.71,25.0,-30.2,1,70.1,-2.1,101.8,1132.43,1137.57,1145.13,1124.87,1119.73,Markup,"Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal, OBV Confirm, Rel Strong",18.5,276.21,122.0,Financial Services
OIL,475.0,STRONG BUY,89,506.24,456.26,59.4,54.1,22.5,32.9,0.36,-1.23,7.82,5.43,9.1,9.6493,8.1239,1.5254,12.5,62.8,-23.6,1,74.9,-10.5,26.9,477.33,479.67,484.33,472.67,470.33,Accumulation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",,58.74,400.0,Oil Gas & Consumable Fuels
BLS,271.29,STRONG BUY,89,292.07,258.82,63.1,54.0,26.3,35.1,0.36,-0.96,7.66,-2.17,15.7,7.4502,5.6245,1.8257,8.31,52.6,-32.0,1,75.4,-30.3,23.9,272.4,274.81,278.32,268.89,266.48,Consolidation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",,15.47,111.0,Consumer Services
