Ticker,Sector,Close,Change_1D_pct,Volume_Today,Avg_Vol_20D,Vol_Ratio
SAMMAANCAP,Financial Services,174.4,-0.97,7344593,18325827,0.4
MOTHERSON,Automobile and Auto Components,144.68,-0.29,15845387,23069954,0.69
SAPPHIRE,Consumer Services,184.82,1.42,702518,1706564,0.41
SARDAEN,Metals & Mining,519.55,-0.66,170312,484556,0.35
SAREGAMA,Media Entertainment & Publication,456.15,0.61,347311,2297691,0.15
SCHAEFFLER,Automobile and Auto Components,4186.0,-0.26,40300,68688,0.59
SCHNEIDER,Capital Goods,1301.0,2.72,623066,618448,1.01
SCI,Services,309.25,-0.45,5742014,6466886,0.89
SHREECEM,Construction Materials,25410.0,1.76,24779,29110,0.85
SHRIRAMFIN,Financial Services,1002.7,-0.48,3364449,5829380,0.58
SHYAMMETL,Capital Goods,975.1,2.05,1729469,749374,2.31
ENRIN,Capital Goods,3783.4,-0.05,414748,662444,0.63
SIEMENS,Capital Goods,3746.2,0.56,342718,553522,0.62
SIGNATURE,Realty,791.4,-0.12,230742,282694,0.82
SOBHA,Realty,1426.9,0.83,85210,85514,1.0
SOLARINDS,Chemicals,17764.0,1.76,117829,139028,0.85
SONACOMS,Automobile and Auto Components,605.05,0.63,1023583,1431798,0.71
SONATSOFTW,Information Technology,309.0,1.11,8588783,3736561,2.3
STARHEALTH,Financial Services,565.65,5.99,7102514,862505,8.23
SBIN,Financial Services,1042.7,1.58,11046185,14031668,0.79
SAIL,Metals & Mining,182.16,1.44,11868099,19299045,0.61
SUMICHEM,Chemicals,452.35,-2.57,442417,284882,1.55
SUNPHARMA,Healthcare,1824.8,0.24,2054624,2682755,0.77
SUNTV,Media Entertainment & Publication,521.9,0.49,176846,533451,0.33
SUNDARMFIN,Financial Services,4409.6,-1.47,69435,111150,0.62
SUPREMEIND,Capital Goods,3524.5,0.2,129836,146344,0.89
SPLPETRO,Chemicals,721.7,1.2,75314,57400,1.31
SUZLON,Capital Goods,58.44,-1.4,82196787,113152721,0.73
SWANCORP,Chemicals,318.95,0.92,1940645,681903,2.85
SWIGGY,Consumer Services,255.95,-1.35,12876753,11585794,1.11
SYNGENE,Healthcare,440.3,-1.78,617120,897436,0.69
SYRMA,Capital Goods,1346.8,3.74,1276013,1172440,1.09
TBOTEK,Consumer Services,1465.2,0.66,133053,214483,0.62
TVSMOTOR,Automobile and Auto Components,3457.6,0.26,349604,1079280,0.32
TATACAP,Financial Services,345.45,2.48,3236939,2465571,1.31
TATACHEM,Chemicals,732.65,0.5,352285,830418,0.42
TATACOMM,Telecommunication,1942.0,2.22,801530,858800,0.93
TCS,Information Technology,2203.3,-0.89,3734356,5230093,0.71
TATACONSUM,Fast Moving Consumer Goods,1111.4,-1.16,871562,1897432,0.46
TATAELXSI,Information Technology,4116.0,0.52,316326,259861,1.22
TATAINVEST,Financial Services,694.15,2.74,1197911,437096,2.74
TMCV,Capital Goods,407.05,1.06,8456029,9783576,0.86
TMPV,Automobile and Auto Components,364.65,1.03,22647843,13383437,1.69
TATAPOWER,Power,402.9,0.35,5549136,5238980,1.06
TATASTEEL,Metals & Mining,200.52,0.76,22108998,28726277,0.77
TATATECH,Information Technology,753.7,-1.07,709730,1629066,0.44
TTML,Telecommunication,44.89,-1.28,2959750,7306895,0.41
TECHM,Information Technology,1447.7,-1.01,2273273,2198053,1.03
TECHNOE,Construction,1072.2,-1.18,152615,583418,0.26
TEGA,Capital Goods,1819.7,-0.75,39508,253527,0.16
TEJASNET,Telecommunication,600.15,-0.31,9623957,11730249,0.82
TENNIND,Automobile and Auto Components,569.65,0.28,489991,791695,0.62
NIACL,Financial Services,178.67,7.98,86098004,5068682,16.99
RAMCOCEM,Construction Materials,890.35,-0.39,118350,196962,0.6
THERMAX,Capital Goods,4696.3,-1.64,266939,311831,0.86
TIMKEN,Capital Goods,3573.9,-0.95,27844,46110,0.6
TITAGARH,Capital Goods,932.6,1.33,3359262,1505056,2.23
TITAN,Consumer Durables,4387.9,0.17,562808,859927,0.65
TORNTPHARM,Healthcare,4445.5,0.06,318188,569400,0.56
TORNTPOWER,Power,1448.6,2.93,476846,423750,1.13
TARIL,Capital Goods,324.85,-0.32,1962004,1819316,1.08
TRAVELFOOD,Consumer Services,1332.8,1.16,28605,116687,0.25
TRENT,Consumer Services,3179.7,2.48,3694658,1479950,2.5
TRIDENT,Textiles,25.97,4.17,18978558,5564975,3.41
TRITURBINE,Capital Goods,674.15,-0.48,528465,1785562,0.3
TIINDIA,Automobile and Auto Components,3256.5,-0.34,107192,312760,0.34
UCOBANK,Financial Services,27.99,-0.74,18651061,12733608,1.46
UNOMINDA,Automobile and Auto Components,1097.9,0.91,313050,797179,0.39
UPL,Chemicals,610.8,-0.59,881291,1728059,0.51
UTIAMC,Financial Services,958.0,2.12,304887,69685,4.38
ULTRACEMCO,Construction Materials,11430.0,0.5,321553,383559,0.84
UNIONBANK,Financial Services,176.12,1.36,14189522,13595230,1.04
UBL,Fast Moving Consumer Goods,1341.3,0.47,116741,140852,0.83
UNITDSPR,Fast Moving Consumer Goods,1350.3,3.23,2744267,812754,3.38
URBANCO,Consumer Services,131.34,0.99,1667628,4050194,0.41
USHAMART,Capital Goods,490.8,-0.83,178763,727978,0.25
VTL,Textiles,661.4,5.63,1413571,389063,3.63
VBL,Fast Moving Consumer Goods,531.55,-2.3,8122410,5879330,1.38
VEDL,Metals & Mining,306.0,-0.16,12369526,19611647,0.63
VIJAYA,Healthcare,1305.6,0.47,77484,229300,0.34
VMM,Consumer Services,117.87,-0.76,5550680,9520527,0.58
IDEA,Telecommunication,15.01,0.6,343421593,615988230,0.56
VOLTAS,Consumer Durables,1357.6,0.35,1174918,1167043,1.01
WAAREEENER,Capital Goods,3065.9,-0.41,492478,992602,0.5
WELCORP,Capital Goods,1397.4,0.22,284775,792998,0.36
WELSPUNLIV,Textiles,163.0,11.15,26609654,2742892,9.7
WHIRLPOOL,Consumer Durables,807.5,2.57,237648,219697,1.08
WIPRO,Information Technology,182.84,-0.88,18158204,35241547,0.52
WOCKPHARMA,Healthcare,1989.2,-1.66,3035658,3568069,0.85
YESBANK,Financial Services,25.48,1.47,232535075,141200932,1.65
ZFCVINDIA,Automobile and Auto Components,15581.0,3.1,44780,14907,3.0
ZEEL,Media Entertainment & Publication,111.78,1.65,46211406,63395812,0.73
ZENTEC,Capital Goods,1929.4,2.23,2038946,1097906,1.86
ZENSARTECH,Information Technology,462.75,0.27,272451,762895,0.36
ZYDUSLIFE,Healthcare,1074.4,1.22,1319788,1497555,0.88
ZYDUSWELL,Fast Moving Consumer Goods,504.65,-0.31,171322,321615,0.53
ECLERX,Services,1448.1,-0.57,179853,198014,0.91
