Date,Open,High,Low,Close,Volume
2024-08-28,168.77877803380542,169.80631341803132,166.22359268464393,167.82398986816406,10861210
2024-08-29,166.40544748719313,166.7146127481259,163.27738658216992,166.15992736816406,11547977
2024-08-30,166.76917722901626,168.16953691554514,165.49613558227486,166.04173278808594,14390618
2024-09-02,166.35999613567395,166.405464884709,161.6770063624614,162.4044647216797,7938575
2024-09-03,162.44990359922465,164.0321243340902,161.76791405619664,162.4680938720703,4062489
2024-09-04,159.13090533559816,160.67674564097834,157.83058516919618,158.8762969970703,9456552
2024-09-05,159.7947078732378,162.0407280923514,159.7947078732378,160.30392456054688,5452882
2024-09-06,160.0220213719475,160.88587201205243,156.9758097594604,158.22157287597656,6610011
2024-09-09,156.85759158438748,157.01217421252963,152.7838446850824,155.6300048828125,8527287
2024-09-10,156.53932622256642,161.17686062559036,156.17560401943666,159.68557739257812,8620938
2024-09-11,159.66737692354818,160.21297406851372,155.22080597994807,155.89370727539062,5863573
2024-09-12,158.2215818117064,163.54110606059362,156.71210821841805,163.1591796875,14251643
2024-09-13,164.2048929255392,168.5878050585577,163.8593471261113,165.81439208984375,14243419
2024-09-16,167.0419974718506,172.7707133745563,166.45094531824685,172.20693969726562,16079575
2024-09-17,172.58885532179147,174.1256075987332,169.26983060159208,169.8336181640625,10233517
2024-09-18,169.54259904871418,169.58806779365463,165.8143978405166,168.3695831298828,7871629
2024-09-19,170.04276104024075,170.45195207520752,160.2766637801072,165.6780242919922,15834259
2024-09-20,168.5189558870915,170.11873721551382,166.8732151992564,169.19932556152344,14292236
2024-09-23,168.43624921105277,168.7488458751017,165.33783574569125,165.7147979736328,13316875
2024-09-24,169.4016368294964,176.98678474723505,168.7120779278838,176.04898071289062,53129599
2024-09-25,179.7450035868317,183.51459750899255,177.59358338147453,179.46917724609375,40045015
2024-09-26,179.0094686690291,187.56000092896576,176.67416894791813,186.6589813232422,34188733
2024-09-27,188.939138146657,195.28307439979056,188.70928518054183,190.3550262451172,43392390
2024-09-30,190.86988800888997,197.38851405518133,189.88611068645343,193.3430938720703,29872855
2024-10-01,197.21382583911944,209.06504306381166,195.65082862663613,206.15969848632812,70653372
2024-10-03,203.41988925019524,207.60321633212348,199.44802298374276,204.61512756347656,36035257
2024-10-04,203.19000401499687,204.56912168930683,196.57943105148027,202.59239196777344,19105863
2024-10-07,203.19002535746745,204.89094294608648,194.9245075107716,197.57241821289062,21019783
2024-10-08,193.99587598925956,198.45502851345276,183.88234690925077,195.64161682128906,23816065
2024-10-09,191.34800073234027,198.87798646135997,187.74390775665205,197.01158142089844,27903259
2024-10-10,197.8574386154772,202.39014659001617,194.45561738199294,195.57730102539062,11583219
2024-10-11,198.22518941769638,205.84710705635416,197.90338967649683,204.9552764892578,30278995
2024-10-14,206.86766071500253,213.71727600841038,206.41714387007653,208.30194091796875,33271618
2024-10-15,208.70648561224132,209.07424473295322,198.92394429272628,201.3695831298828,13483112
2024-10-16,200.43179024195828,203.41068978961266,198.40908690772423,199.79739379882812,15501988
2024-10-17,205.03802341529038,211.17970162272505,205.03802341529038,207.02395629882812,49129394
2024-10-18,205.94825947777758,214.03908676308407,201.07537374681138,213.41387939453125,29937444
2024-10-21,215.8319123143735,216.4019431206276,209.39602994504182,211.46470642089844,23460136
2024-10-22,212.3841177787212,212.3841177787212,201.93041049685004,202.7027130126953,23708999
2024-10-23,202.2705917877728,210.68320397093828,201.89362959063635,205.95742797851562,13793244
2024-10-24,207.69510968844145,209.35005365203307,203.1256321471599,208.10885620117188,12503444
