Date,Open,High,Low,Close,Volume
2024-04-15,392.1260241541898,397.08447338466533,384.21070815224994,390.39739990234375,9341527
2024-04-16,386.6671894494404,393.80916544286947,382.2546289109486,390.6248474121094,12115039
2024-04-18,392.1259930672092,400.5871692825939,387.62244677399127,389.9879455566406,9425546
2024-04-19,383.02797381344504,389.8969916914903,377.3871706940203,387.34954833984375,7628906
2024-04-22,388.8507112062186,397.038957464602,388.8507112062186,395.3103332519531,6226067
2024-04-23,398.03978300446755,401.0876360387693,393.2178264535199,396.49310302734375,6371166
2024-04-24,398.90413980901894,405.2272699044303,395.76530045798575,400.1323547363281,7201124
2024-04-25,399.3589983586335,412.86958318771667,398.44919317067905,410.5495910644531,11531272
2024-04-26,413.5974180630533,420.1025191960241,411.5048496029391,415.78094482421875,10542423
2024-04-29,419.4201663451885,423.2413590101014,414.09780076372016,421.2397766113281,8445427
2024-04-30,422.14956905015083,465.50177678429566,421.42173607160095,461.40765380859375,72903180
2024-05-02,466.7300760278291,507.53481777260663,464.5920282162117,503.9411315917969,83160192
2024-05-03,507.6712604613527,515.9959995788065,503.4406444121355,507.4892883300781,45105471
2024-05-06,483.1065262015219,491.4767445411649,438.344102498299,470.00531005859375,73134272
2024-05-07,474.8728309965122,480.05873169612556,455.76692196748587,461.31671142578125,34608626
2024-05-08,463.09080933988764,494.3881279002415,459.45158883426967,485.8359375,48742004
2024-05-09,488.1104498803231,489.20222713705357,464.00061405212443,465.183349609375,19107231
2024-05-10,470.41474453716364,472.41632698524916,452.4460927163477,467.50335693359375,19170559
2024-05-13,467.63990484570706,474.0085416821272,454.9026311728668,471.4156188964844,13436096
2024-05-14,472.18891132476045,479.8767765747008,467.2759409024034,474.96380615234375,11963864
2024-05-15,476.55597022948183,487.3826747208144,474.9183319151058,481.0140380859375,14366755
2024-05-16,486.745743161434,494.75201717657444,483.1065226518158,492.2955322265625,15105099
2024-05-17,494.11521253626603,498.25487087694955,490.6579636679849,494.8885803222656,7680252
2024-05-21,495.79830968760916,503.94107659196834,491.06731197249843,497.617919921875,7571632
2024-05-22,498.57315152096714,498.93709574141326,484.1072294746543,487.83746337890625,7138229
2024-05-23,488.5653794629724,497.8908825160366,487.3826438403113,488.8837890625,7812219
2024-05-24,490.3849290365082,512.6751530836221,488.56531891021314,504.0774841308594,20225424
2024-05-27,506.76150686629694,538.0588286047309,505.4877573479488,526.7772216796875,28217127
2024-05-28,528.5967294119702,531.235186245857,508.08063682050175,527.868896484375,17209174
2024-05-29,521.545783181662,530.1889317908654,515.8595012019231,517.45166015625,15012657
2024-05-30,517.4517037388616,520.5450636084182,495.8438303959201,498.3457946777344,11582851
2024-05-31,505.0327765543424,507.58027519666,478.19352675501216,489.2476806640625,25890354
2024-06-03,525.8673965037609,552.9795798887649,517.2697264064593,549.9772338867188,42463764
2024-06-04,540.4241920299318,540.4241920299318,405.77304654099254,411.4138488769531,103902126
2024-06-05,429.4281084228781,429.4281084228781,371.4734987860568,418.0555419921875,80984751
2024-06-06,426.69861367006905,467.9127756967872,424.1511703661183,445.8955078125,54149649
2024-06-07,445.8955026682755,456.44924779797805,434.8868549706121,451.9911804199219,32416015
2024-06-10,458.54182907983653,474.7818299810393,451.5363178073183,465.0924377441406,31958560
2024-06-11,466.3206427823917,470.96068260680545,458.6782846778804,464.5465393066406,21774755
2024-06-12,465.8202220712905,473.09866304115445,460.63432177424295,469.8688659667969,17569720
