Date,Open,High,Low,Close,Volume,MA50,MA200,EMA9,EMA21,BB_Upper,BB_Lower,BB_Mid,RSI,RSI_W,RSI_M,MACD,MACD_Signal,MACD_Hist,ADX,ATR,StochRSI_K,StochRSI_D,Williams_R,OBV,OBV_SMA20,Supertrend_Dir
2025-04-17,4078.643149405707,4084.376672464201,4033.940365304524,4046.768310546875,17456.0,4015.1769287109373,4898.215480957033,3991.885443053482,3975.5843822260213,4092.9837814789907,3813.4763259428846,3953.2300537109377,55.110996430028656,40.19147675848491,68.18295798313738,-5.91969683507341,-34.30858174591797,28.38888491084456,11.981115661199535,115.06163427633824,95.44086530014053,98.48028843338017,-12.421979398249539,2017910.0,1956721.2,1.0
2025-04-21,4047.5455120679935,4080.5866999216096,4008.6735263578566,4073.200927734375,21385.0,4007.9574218750004,4898.215480957033,4008.148539989661,3984.458613635871,4107.424486967589,3808.5300784620995,3957.977282714844,57.1206270586951,42.86858304556088,68.18295798313738,1.935533336948538,-27.05975872934467,28.995292066293207,11.699811637812807,111.97960136829644,93.47896622001156,96.30661050671736,-7.2792960664666335,2039295.0,1961397.95,1.0
2025-04-22,4081.558405071101,4148.903928950161,4045.7963688503296,4134.521484375,22097.0,4003.1052246093755,4896.658137207032,4033.423128866729,3998.100692793974,4135.989254643588,3798.0747834423514,3967.0320190429693,61.43412924990868,42.86858304556088,68.18295798313738,12.959526926395483,-19.055901598196638,32.015428524592124,12.056016541165704,111.34588413483463,93.47896622001156,94.13293258005454,-2.604225267736693,2061392.0,1968332.85,1.0
2025-04-23,4147.446574179994,4147.641123924826,4061.734125257564,4123.83203125,15935.0,3999.5620507812505,4895.154091796876,4051.5049093433836,4009.5308144717947,4155.851800667679,3790.66585069951,3973.2588256835943,60.29545305334402,42.86858304556088,68.18295798313738,20.596152116972007,-11.125490855162909,31.721642972134916,12.38677823713625,109.52882088715091,96.71038688952612,94.55610644318307,-4.539761593354752,2045457.0,1972938.75,1.0
2025-04-24,4132.092440793085,4224.413414893589,4114.30869558678,4155.318359375,24401.0,3997.5970703125004,4893.766181640626,4072.2675993497073,4022.784227644813,4180.738698251173,3781.2111308503904,3980.9749145507817,62.50025729676156,42.86858304556088,68.18295798313738,28.856278915947314,-3.129136900940864,31.985415816888178,13.343386862828904,109.56995648855505,98.67228596965508,96.28721302639758,-11.006201702055451,2069858.0,1976766.9,1.0
2025-04-25,4167.077052458547,4241.905628260624,4059.207287341266,4129.07958984375,28172.0,3994.3697167968753,4892.095166015627,4083.629997448516,4032.447442390171,4198.785521988734,3777.853052230016,3988.319287109375,59.53340031835303,42.86858304556088,68.18295798313738,32.90592053184355,4.077874585616018,28.82804594622753,13.532747768439279,114.79341251932674,95.33726020774526,96.90664435564214,-17.484950348670026,2041686.0,1981104.85,1.0
2025-04-28,4130.148381929356,4213.042699649113,4083.5992750682703,4153.56884765625,22317.0,3992.7409765625002,4890.516892089845,4097.617767490063,4043.458479232542,4220.067571454238,3774.252887530138,3997.160229492188,61.37623450042857,45.51829605750177,68.18295798313738,37.65727945205481,10.793755558903777,26.863523893151033,13.708582895077484,115.83984195229219,95.40146709567468,96.47033775769167,-13.68978512851725,2064003.0,1987346.85,1.0
2025-04-29,4174.365652186198,4176.600601713432,4092.248576732879,4148.02978515625,13924.0,3993.1355273437493,4889.091330566407,4107.7001710233,4052.9649615892426,4237.098188778357,3782.323857120082,4009.7110229492196,60.702879385232904,45.51829605750177,68.18295798313738,40.508848783250414,16.736774203773106,23.77207457947731,13.871858369812959,113.59071216859655,93.38104559155109,94.70659096499034,-14.548188331799405,2050079.0,1994393.7,1.0
2025-04-30,4130.148377085813,4215.666743481943,4107.991535596883,4171.7412109375,20540.0,3996.6660693359368,4887.191662597657,4120.50837900614,4063.7628024390838,4252.316880263525,3798.1784078224136,4025.247644042969,62.59471326343673,45.51829605750177,69.82442922487941,44.17285474570326,22.22399031215914,21.948864433544124,14.410181394481997,113.16817614834392,96.7160713534609,95.16619468022888,-15.338959543624464,2070619.0,2004697.6,1.0
2025-05-02,4188.942689258376,4217.610780972359,4130.148806251734,4203.81103515625,12310.0,4000.655312499999,4883.9689965820335,4137.1689102361615,4076.494459958826,4272.127535527525,3809.5916783396633,4040.859606933594,65.04572906129597,45.51829605750177,69.82442922487941,49.098396907574624,27.59887163124224,21.499525276332385,14.929374465236592,111.33201890350686,97.9795784958764,96.02556514696279,-9.248564794044734,2082929.0,2012734.8,1.0
