Date,Open,High,Low,Close,Volume,SMA_50,SMA_200,RSI_Daily,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BB_Upper,BBB_20_2.0_2.0,BBP_20_2.0_2.0,ADX_14,ADXR_14_2,DMP_14,DMN_14,ATRr_14,RSI_Weekly,RSI_Monthly
2025-03-27,929.5999755859376,950.0,916.5,932.9500122070312,664174.0,1012.9129980468749,1364.0222442626955,42.06084285777658,-21.34829881952453,6.212080573680815,-27.560379393205345,883.3236930472207,939.8325012207031,996.3413093941855,12.025293464545193,0.43910251130635647,25.323562572753893,26.363652241811184,20.040406563971366,25.968791809401722,39.70100572762256,34.551834563458705,17.293496326729052
2025-03-28,939.0,949.0,907.0,912.5499877929688,511952.0,1009.4999987792968,1361.89749420166,38.81545102120337,-22.604451353157742,3.9647424320380864,-26.56919378519583,882.7904641505028,939.6475006103516,996.5045370702004,12.101779959594872,0.26170484337045513,24.6744749329871,25.47741664320871,18.53229447422999,25.716711608589026,39.86521960422095,34.551834563458705,17.293496326729052
2025-04-01,913.0,974.9000244140624,913.0,962.5999755859376,1351705.0,1006.7079992675781,1360.0187442016604,49.17665820741743,-19.338424239577648,5.7846156364945465,-25.123039876072195,887.451542386468,942.579998779297,997.7084551721259,11.697353320508382,0.6815757062376667,23.22919210646087,24.276377339607382,21.003046129262728,22.955010381283067,41.471277962569,31.873710777801826,17.88888802135458
2025-04-02,954.5499877929688,972.7000122070312,932.7000122070312,968.0999755859376,426560.0,1004.2209997558593,1358.1277438354493,50.17518041197396,-16.12044374615084,7.202076903937087,-23.322520650087927,894.7690726290891,946.2249969482423,997.6809212673954,10.876044172392065,0.7125603506995299,21.88714376754366,23.28080935026538,19.552375714493323,21.36951872326799,41.366186679528354,31.873710777801826,17.88888802135458
2025-04-03,955.0,983.0499877929688,954.0499877929688,959.5499877929688,472001.0,1001.8639990234374,1356.0182440185547,48.577402951364725,-14.097575505484656,7.379956115682621,-21.477531621167277,896.7532102468167,947.7974975585938,998.8417848703709,10.771137810188511,0.6151205242869887,20.341697677168234,21.785444891814553,20.378083792246375,20.276083096405216,40.48288763099061,31.873710777801826,17.88888802135458
2025-04-04,955.0,957.4500122070312,894.0,899.9500122070312,474250.0,998.4890002441406,1353.52924407959,39.2052939212623,-17.10646510149911,3.4968532157345322,-20.603318317233644,889.8975335893383,945.142498779297,1000.3874639692556,11.690293317951637,0.09098094806583466,20.440136617020542,21.163640192282102,18.121035780504585,28.17686763921412,42.27339478541762,31.873710777801826,17.88888802135458
2025-04-07,859.8499755859375,870.0,830.0,848.7000122070312,440078.0,993.6069995117188,1350.8144940185548,33.26250315941215,-23.35723085220559,-2.2031300279775543,-21.154100824228035,871.018760510831,938.5375,1006.056239489169,14.388074954739471,-0.16527817664146452,21.655338610345233,20.998518143756733,16.074937001566948,35.32617858807147,44.2502960298186,31.3407643628533,17.88888802135458
2025-04-08,875.0,888.7999877929688,861.25,883.7000122070312,398365.0,989.9990002441406,1348.2814938354493,39.95629310316167,-25.196352385070213,-3.2338012486737426,-21.96255113639647,863.8554701913041,934.5850006103517,1005.3145310293993,15.136029440416031,0.14028470073359184,22.196817492274334,21.31847705464744,18.082553025555345,33.024122692586126,43.953844569541374,31.3407643628533,17.88888802135458
2025-04-09,883.7000122070312,888.7000122070312,862.2999877929688,869.5,375514.0,986.6740002441406,1345.6127438354495,38.27878114803245,-27.482886156564064,-4.416268016134072,-23.06661814042999,854.6337735343131,930.9899993896486,1007.346225244984,16.403232237810094,0.09734783443757694,22.6996193112085,22.177478960776867,17.28399190463087,31.56571245606317,42.70000027272146,31.3407643628533,17.88888802135458
2025-04-11,900.0,923.9500122070312,879.2999877929688,915.7000122070312,682607.0,983.9090014648435,1343.2389941406252,46.19378184979747,-25.275663651543255,-1.7672364088906107,-23.508427242652644,853.2594233065894,929.7975006103517,1006.335577914114,16.463386329500782,0.4079053923227606,22.104554130462173,22.150685811368255,21.522998322510606,28.746003845670362,43.53928683945788,31.3407643628533,17.88888802135458
2025-04-15,925.0,948.5,921.5499877929688,945.7999877929688,266436.0,981.1470007324217,1341.0492440795897,50.635396279308004,-20.857178865522883,2.120998701703808,-22.97817756722669,854.6519179822938,931.25,1007.8480820177062,16.45059479574899,0.5949761887615241,20.903116493666825,21.80136790243766,24.44386237454955,27.17143520723347,42.77219405042295,32.852161150920594,17.88888802135458
2025-04-16,941.0,955.75,936.0,952.75,206443.0,978.8259997558592,1338.62874420166,51.62829262346048,-16.60329745978322,5.099904085954776,-21.703201545737997,858.2216324630181,933.8975006103517,1009.5733687576853,16.206461222537897,0.6245608398766189,19.602204008273855,20.853379069368014,24.864561482789426,26.239433571153956,41.12775161824988,32.852161150920594,17.88888802135458
2025-04-17,952.75,969.25,938.9000244140624,961.9500122070312,188712.0,976.2549999999999,1336.3329943847655,52.976602695062134,-12.347368917862013,7.484666102300789,-19.832035020162802,861.9036150206715,936.9325012207033,1011.9613874207352,16.015857300772204,0.666719194788722,18.35522786092374,19.62917217729528,25.91827801720721,24.829962737611275,40.35791047308472,32.852161150920594,17.88888802135458
2025-04-21,968.0999755859376,982.5,946.8499755859376,970.7000122070312,354646.0,973.1940002441405,1334.045994567871,54.28184572662992,-8.174235514158909,9.326239604803117,-17.500475118962026,861.6237420207044,937.3825012207033,1013.1412604207021,16.163894483061558,0.719892137477936,17.528672116223902,18.56543806224888,26.633985153496173,23.2501229048751,40.02163289744028,37.222352285005734,17.88888802135458
2025-04-22,971.0499877929688,998.9000244140624,963.8499755859376,968.4500122070312,367031.0,970.323000488281,1331.629744873047,53.86778347914208,-4.991020049557733,10.007564055523435,-14.998584105081168,862.0935943495864,936.9175018310548,1011.7414093125232,15.97235772311587,0.7107114653413825,17.156885631625666,17.7560567462747,27.906162664436753,21.782678196957352,39.66651974963202,37.222352285005734,17.88888802135458
2025-04-23,972.9500122070312,985.9000244140624,963.4000244140624,982.5499877929688,181947.0,967.8400012207028,1329.196244812012,56.12636204224208,-1.3153857208689033,10.946558707369814,-12.261944428238717,861.1089201838181,938.0350006103515,1014.9610810368849,16.40153733634244,0.7893361194005608,16.79759095366426,17.16313153494408,26.73944066731372,20.955579921683288,38.44033976751545,37.222352285005734,17.88888802135458
2025-04-24,980.0,1019.5,973.8499755859376,1012.0999755859376,640089.0,965.4340002441403,1327.1199948120122,60.49192610763861,3.9366388987209575,12.95886666156774,-9.022227762846782,857.5845545860382,939.9199981689452,1022.2554417518522,17.519670555643973,0.938328709216896,17.239472427228304,17.198179029426985,30.662142716377083,19.201513976926496,38.9553172422688,37.222352285005734,17.88888802135458
2025-04-25,1020.0,1033.699951171875,965.0,980.0,463879.0,962.6070007324216,1324.5309945678716,54.1846080104928,5.445929207513245,11.574525576288021,-6.128596368774777,857.4331348356478,940.0774993896484,1022.721863943649,17.58245774580458,0.7415318989128764,17.9426685221188,17.37012973789153,29.46848975031727,16.907827105906446,41.079933951526385,37.222352285005734,17.88888802135458
