Date,Open,High,Low,Close,Volume,MA50,MA200,EMA9,EMA21,BB_Upper,BB_Lower,BB_Mid,RSI,RSI_W,RSI_M,MACD,MACD_Signal,MACD_Hist,ADX,ATR,StochRSI_K,StochRSI_D,Williams_R,OBV,OBV_SMA20,Supertrend_Dir
2025-03-18,2512.77685546875,2512.77685546875,2512.77685546875,2512.77685546875,0.0,2646.775654296876,2876.1442675781245,2527.443138322013,2571.5226963719906,2734.5534467306566,2432.2361284646545,2583.3947875976555,39.605643528793884,35.310415592453566,57.64633908250621,-47.01165628612307,-43.067399396947714,-3.9442568891753567,18.83215243021588,69.51065532541872,39.313955775131,34.65125101988399,-77.96333845629103,-1760721.0,-1125674.2,-1.0
2025-03-19,2552.471598563477,2615.068708930754,2523.8062419825665,2602.94677734375,200741.0,2644.4933886718754,2876.1442675781245,2542.5438661263606,2574.3794310057865,2728.7493212796494,2432.9878125094124,2580.868566894531,51.51823592494675,35.310415592453566,57.64633908250621,-38.4531214057979,-42.14454379871775,3.691422392919847,18.326602124822614,71.85216947803195,66.131362105835,47.0419049124409,-40.390796645270214,-1559980.0,-1185146.4,-1.0
2025-03-20,2632.059083017108,2632.059083017108,2566.878511902369,2583.620849609375,119281.0,2641.123159179688,2876.1442675781245,2550.7592628229636,2575.2195599697493,2724.490612199324,2432.4971075272383,2578.493859863281,49.27487675127547,35.310415592453566,57.64633908250621,-32.85117382417366,-40.28586980380893,7.434695979635272,18.12439618358281,71.37562673779675,79.35925385785706,61.60152391294101,-39.812830501876306,-1679261.0,-1244986.75,-1.0
2025-03-21,2603.1447123059675,2616.4591600960225,2568.964809550956,2593.1591796875,475457.0,2637.8415039062506,2874.7946655273436,2559.2392461958707,2576.8504344895446,2716.544910815587,2433.914805981287,2575.229858398437,50.42234451371021,35.310415592453566,57.64633908250621,-27.32691877451316,-37.694079597949774,10.367160823436613,17.936633523860134,69.66982129545889,94.48296584680674,79.99119393683293,-22.48078007349683,-1203804.0,-1285625.95,-1.0
2025-03-24,2613.180561190505,2636.0334710412208,2584.3660226830816,2593.705810546875,299553.0,2635.4914941406255,2872.333957519531,2566.1325590660717,2578.382741403847,2697.6926875286754,2441.673401338512,2569.6830444335938,50.49146454772134,42.696806442775575,57.64633908250621,-22.643774963068154,-34.68401867097345,12.040243707905297,18.085876032297147,68.38393751422176,92.78655744269463,88.87625904911947,-23.912492581975254,-904251.0,-1319486.85,-1.0
2025-03-25,2600.6608527623407,2613.031425378879,2536.027060891586,2548.993408203125,239756.0,2634.9637548828127,2869.721325683593,2562.7047288934828,2575.7109838401448,2677.274151979704,2447.8734310281084,2562.5737915039062,44.968809804918315,42.696806442775575,57.64633908250621,-22.283397805305412,-32.20389449783984,9.920496692534428,17.154646969017417,68.99968229801253,85.67217120394974,90.98056483115036,-52.158546781879586,-1144007.0,-1358418.5,-1.0
2025-03-26,2539.6538525750284,2582.378858702073,2538.6602477813763,2564.543701171875,481573.0,2632.5722216796876,2866.7250024414056,2563.072523349161,2574.6957763248474,2661.530788581818,2453.516818840057,2557.5238037109375,47.134505718139195,42.696806442775575,57.64633908250621,-20.50662996276742,-29.864441590825358,9.357811628057938,16.289934267400525,67.19389148534712,78.59699230571857,85.68524031745432,-45.10967317170355,-662434.0,-1368412.0,-1.0
2025-03-27,2522.81210537226,2566.332040495434,2462.649291238298,2533.9404296875,817417.0,2630.0656884765626,2863.3353051757813,2557.246104616829,2570.9907448123613,2643.2512319107364,2459.0335093002013,2551.142370605469,43.50581585603906,42.696806442775575,57.64633908250621,-21.32216821066868,-28.155986914794024,6.8338187041253455,16.15674342128735,69.80023846904633,64.05228970053896,76.10715107006908,-58.88255864506482,-1479851.0,-1408554.2,-1.0
2025-03-28,2543.6281218879785,2583.272853787255,2523.9049708642838,2538.46142578125,237119.0,2626.756635742188,2860.1519982910154,2553.489168849713,2568.033533991351,2618.32919551761,2470.9343542870783,2544.631774902344,44.18937910997925,42.696806442775575,57.64633908250621,-21.35748574544141,-26.796286680923505,5.438800935482096,15.684894423798154,69.05507021575525,60.01756934063021,67.55561711562925,-56.27505656564282,-1242732.0,-1445651.25,-1.0
2025-04-01,2547.602889615701,2568.3691343909054,2499.8103982819025,2507.41162109375,136364.0,2623.212543945313,2856.8339477539057,2544.2736592985207,2562.5224510006597,2610.867897019701,2469.244578566237,2540.056237792969,40.55961643216958,40.23846909969492,55.69841370322645,-23.618673524161295,-26.160764049571064,2.542090525409769,15.642475216842126,69.01961777955866,46.690321661541326,56.92006023423683,-74.18315217320792,-1379096.0,-1465603.15,-1.0
