Date,Open,High,Low,Close,Volume,MA50,MA200,EMA9,EMA21,BB_Upper,BB_Lower,BB_Mid,RSI,RSI_W,RSI_M,MACD,MACD_Signal,MACD_Hist,ADX,ATR,StochRSI_K,StochRSI_D,Williams_R,OBV,OBV_SMA20,Supertrend_Dir
2025-01-17,410.53878599773736,413.4109921011258,404.7472422745854,408.18450927734375,5109364,440.211332397461,446.61447128295896,403.8741434079758,416.3501511544177,451.2839225502894,376.91771014014034,414.10081634521487,44.689347516474854,37.598457192040435,79.41412724536876,-13.678893117961366,-13.621236908046795,-0.057656209914570766,29.918757817939802,15.22251494455437,88.98703647096042,71.98407588918309,-47.12574339111731,429812331.0,428904881.5,-1.0
2025-01-20,411.4334411621094,416.2361719710605,406.06570686635575,411.4334411621094,4692710,439.6985504150391,446.61447128295896,405.3860029588026,415.9031775187533,450.0328871722718,376.6243424419862,413.328614807129,46.11385510899528,43.66513147028545,79.41412724536876,-12.298542454717563,-13.35669801738095,1.0581555626633872,29.10859306928166,14.861654241707969,94.71494866610092,87.64293257741406,-43.19855563581078,434505041.0,428357459.8,-1.0
2025-01-21,411.4805693231672,413.83484645915337,400.79214537804273,402.95806884765625,5673560,439.12002380371104,446.61447128295896,404.9004161365733,414.7263494577445,448.09927918930146,375.8646612403862,411.98197021484384,43.00248014291754,43.66513147028545,79.41412724536876,-11.753014883759647,-13.03596139065669,1.2829465068970425,28.62768913031666,14.731729015951016,91.25302234931318,91.65166916212483,-53.443269762030575,428831481.0,427266650.55,-1.0
2025-01-22,402.11050033227593,403.0522111058878,388.31444324660816,396.0835571289063,7990557,438.63958129882826,446.61447128295896,403.13704433503995,413.0315501551229,446.78753939172174,374.2947665164816,410.5411529541017,40.609098136706415,43.66513147028545,79.41412724536876,-11.740063848365196,-12.77678188219839,1.0367180338331945,28.770340365875864,14.73216036190306,85.15294151289487,90.37363750943632,-61.752923273751925,420840924.0,425945245.85,-1.0
2025-01-23,394.2472248572005,399.14413256467446,391.2808415534588,396.6956787109375,5201731,437.56468566894546,446.61447128295896,401.8487712102195,411.5464709329242,443.1839581962179,373.9431658272198,408.56356201171883,40.92438601966196,43.66513147028545,79.41412724536876,-11.547296912684828,-12.53088488829568,0.9835879756108508,28.90280222746655,14.241526836853962,77.89421982304805,84.76672789508535,-57.87202816594994,426042655.0,424596360.35,-1.0
2025-01-24,396.742759966924,399.0028889429805,383.3704834651694,384.5946960449219,5521223,436.522606201172,446.61447128295896,398.39795617716004,409.09630957946945,441.7206264648397,371.29593237305096,406.50827941894534,36.76878134295456,43.66513147028545,79.41412724536876,-12.229996114068342,-12.470707133450212,0.24071101938186956,29.38491719973227,14.340875311208045,68.94977368974126,77.33231167522806,-66.97524447654757,420521432.0,423168077.95,-1.0
2025-01-27,380.6395173096516,381.2986976271983,364.4420800348325,366.9847106933594,6919950,435.23489562988294,446.61447128295896,392.11530708039993,405.26798240800485,443.2382503974568,364.9991275322308,404.1186889648438,31.720785122047833,40.072080034005836,79.41412724536876,-14.030286386911428,-12.782622984142455,-1.247663402768973,30.555872417827626,14.755999646842428,55.885284251052,67.57642592128043,-95.56642352380081,413601482.0,422990782.7,-1.0
2025-01-28,376.6843337124564,377.39061683816726,357.5205124870884,363.8299865722656,12499818,434.0102899169923,446.5359367370605,386.4582429787731,401.5008918774831,443.2158147464622,359.1688318599832,401.1923233032227,30.90228737712775,40.072080034005836,79.41412724536876,-15.532539819603244,-13.332606351234613,-2.1999334683686307,31.869188198599844,15.121292840002171,40.60154704006155,55.14553499361827,-89.25418850673125,401101664.0,421884551.0,-1.0
2025-01-29,364.91291116050985,380.2627847022208,363.26491736817206,375.8367614746094,8257720,432.94168762207045,446.55258300781253,384.3339466779404,399.1677891135855,441.1378733430252,356.61355487963107,398.87571411132814,37.5111366896314,40.072080034005836,79.41412724536876,-15.574704598652318,-13.781026000718155,-1.7936785979341625,32.818322360925826,15.255333875291212,41.733641668189605,46.07349098643438,-68.8051719958611,409359384.0,421322412.8,-1.0
2025-01-30,379.5094674568435,392.64634513353553,378.19107803228366,389.5857849121094,12173193,431.91997131347665,446.6199385070801,385.3843143247742,398.2966978225422,436.0419813408591,357.4105424628519,396.7262619018555,44.1039864792644,40.072080034005836,79.41412724536876,-14.33346197641265,-13.891513195857055,-0.4419487805555953,32.60529843014598,15.366351716979423,60.61806918432322,47.65108596419145,-45.388891640101605,421532577.0,420991430.45,-1.0
